region,town_township,quarter_village_tract,postal_code
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေရစိုးေခ်ာင္း ေက်းရြာအုပ္စု",0704247
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေက်ာက္ရံသာစည္ ေက်းရြာအုပ္စု",0704248
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေက်ာက္တန္း ေက်းရြာအုပ္စု",0704249
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ႏြားလွေက်ာ္ ေက်းရြာအုပ္စု",0704250
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ထီးစြဲ ေက်းရြာအုပ္စု",0704251
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေသာင္းဒရား ေက်းရြာအုပ္စု",0704252
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","လမုန္းတိုင္ ေက်းရြာအုပ္စု",0704253
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","စပါးထား ေက်းရြာအုပ္စု",0704254
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ခေနာင္းႀကီး ေက်းရြာအုပ္စု",0704255
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ငေတာက္တူႀကီး ေက်းရြာအုပ္စု",0704256
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေလးခြဆုံ ေက်းရြာအုပ္စု",0704257
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ငေတာက္တူေခ် ေက်းရြာအုပ္စု",0704258
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေပါက္ေတာ ေက်းရြာအုပ္စု",0704259
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ျပားေခ်ာင္းႀကီး ေက်းရြာအုပ္စု",0704260
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ဘာတေလ ေက်းရြာအုပ္စု",0704261
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ထြန္းရေဝ ေက်းရြာအုပ္စု",0704262
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ႀကိမ္သာ ေက်းရြာအုပ္စု",0704263
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","စိုးေမ ေက်းရြာအုပ္စု",0704264
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေလးကံ (ယခင္ေပါက္ေတာႀကီး) ေက်းရြာအုပ္စု",0704265
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေဆးအိုးက် ေက်းရြာအုပ္စု",0704266
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","နဂါးေမာက္ ေက်းရြာအုပ္စု",0704267
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","တင္းကုတ္ ေက်းရြာအုပ္စု",0704268
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","မင္းကံ ေက်းရြာအုပ္စု",0704269
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ကူေတာင္ ေက်းရြာအုပ္စု",0704270
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","အေနာက္ျပင္ ေက်းရြာအုပ္စု",0704271
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေရႊေလာင္းတင္ (ယခင္ပိုက္ဆိပ္) ေက်းရြာအုပ္စု",0704272
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ျမင္းဂန္းေခ်ာင္း ေက်းရြာအုပ္စု",0704273
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ဦးဂါ ေက်းရြာအုပ္စု",0704274
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","သာစည္ေထာင့္ ေက်းရြာအုပ္စု",0704275
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ျဖဴေခ်ာင္း ေက်းရြာအုပ္စု",0704276
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေရပိုက္ဆုံ ေက်းရြာအုပ္စု",0704277
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ၾကက္ရိုးဆိပ္ ေက်းရြာအုပ္စု",0704278
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ကံျပင္ ေက်းရြာအုပ္စု",0704279
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ကပ္ေခ်ာင္း ေက်းရြာအုပ္စု",0704280
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေညာင္ပင္ႀကီး ေက်းရြာအုပ္စု",0704281
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ဆားျပင္ေခ် ေက်းရြာအုပ္စု",0704282
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ကၽြန္းႀကီး ေက်းရြာအုပ္စု",0704283
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ေညာင္ပင္လယ္ ေက်းရြာအုပ္စု",0704284
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ဆားျပင္ႀကီး ေက်းရြာအုပ္စု",0704285
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","လက္ပံပင္ရင္း ေက်းရြာအုပ္စု",0704286
ရခိုင္ျပည္နယ္,"ရေသ့ေတာင္ ၿမိဳ႕နယ္","ဇီးကိုင္း ေက်းရြာအုပ္စု",0704287
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","စံၿပ ရပ္ကြက္",0705001
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ၿမိဳ႕သစ္ ရပ္ကြက္",0705002
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","အလယ္စု ရပ္ကြက္",0705003
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ရြာေဟာင္း ရပ္ကြက္",0705004
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","အထက္သင္ပုန္းတန္း ေက်းရြာအုပ္စု",0705200
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဖါေပြ ေက်းရြာအုပ္စု",0705201
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ၾသရမ ေက်းရြာအုပ္စု",0705202
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဆင္သီ ပိႏၷဲေတာ ေက်းရြာအုပ္စု",0705203
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","သက္က်ိဳင္းေတာင္ ေက်းရြာအုပ္စု",0705204
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဥယ်ာဥ္သာ ေက်းရြာအုပ္စု",0705205
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဒါပၸ ေက်းရြာအုပ္စု",0705206
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ၿပိဳင္းေတာင္ ေက်းရြာအုပ္စု",0705207
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ပိုးရွီျပင္ ေက်းရြာအုပ္စု",0705208
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ရဟတ္ေတာင္ ေက်းရြာအုပ္စု",0705209
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဂန္႔ဂါ ေက်းရြာအုပ္စု",0705210
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ၾကက္စင္တလင္း ေက်းရြာအုပ္စု",0705211
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေစတီျပင္ ေက်းရြာအုပ္စု",0705212
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေတာဖ်ားကံေခ်ာင္း ေက်းရြာအုပ္စု",0705213
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေက်ာက္ျပင္ဆိပ္ ေက်းရြာအုပ္စု",0705214
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကံဘူး ေက်းရြာအုပ္စု",0705215
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဒိုးတန္း ေက်းရြာအုပ္စု",0705216
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေပါက္ေတာျပင္ ေက်းရြာအုပ္စု",0705217
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ပိႏၷဲေတာ ေက်းရြာအုပ္စု",0705218
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","နတ္ေတာင္ ေက်းရြာအုပ္စု",0705219
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကံဦး ေက်းရြာအုပ္စု",0705220
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ခေမြးႀကိမ္ေခ်ာင္း ေက်းရြာအုပ္စု",0705221
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဂန္႔ဂါႀကီး ေက်းရြာအုပ္စု",0705222
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေထာင္ေလာင္းပြန္း ေက်းရြာအုပ္စု",0705223
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေဖါင္ဆိပ္ ေက်းရြာအုပ္စု",0705224
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ၿမိဳ႕ ေက်းရြာအုပ္စု",0705225
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","မွိုဟင္းေတာ ေက်းရြာအုပ္စု",0705226
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ယိုးတ႐ုပ္ ေက်းရြာအုပ္စု",0705227
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ရွင္ေတာ္ (ဒိုင္းနက္) ေက်းရြာအုပ္စု",0705228
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","သဲေတာ ေက်းရြာအုပ္စု",0705229
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဂဏန္းေတာင္ ေက်းရြာအုပ္စု",0705230
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","အထက္ျမတ္လွဲ ေက်းရြာအုပ္စု",0705231
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ပက္ခြက္ဆိပ္ ေက်းရြာအုပ္စု",0705232
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","င/ေျပာက္ဆည္ ေက်းရြာအုပ္စု",0705233
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကၽြဲလမ္းေခ်ာင္း ေက်းရြာအုပ္စု",0705234
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","လက္ဝဲျမန္ ေက်းရြာအုပ္စု",0705235
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကာဒီ ေက်းရြာအုပ္စု",0705236
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","သဲတက္ ေက်းရြာအုပ္စု",0705237
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ျပင္လၽွားရွည္ ေက်းရြာအုပ္စု",0705238
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေအာင္ဆိပ္ ေက်းရြာအုပ္စု",0705239
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ျမင္းကေတၱာ ေက်းရြာအုပ္စု",0705240
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ခြဆုံ ေက်းရြာအုပ္စု",0705241
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ႀကိမ္ေခ်ာင္း ေက်းရြာအုပ္စု",0705242
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","မင္းဇီေခ်ာင္း ေက်းရြာအုပ္စု",0705243
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ရင္းေခ်ာင္း ေက်းရြာအုပ္စု",0705244
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေညာင္ျခဳံ ေက်းရြာအုပ္စု",0705245
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","သူပုန္ ေက်းရြာအုပ္စု",0705246
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဆင္ထိန္းႀကီး ေက်းရြာအုပ္စု",0705247
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဆားငံကန္ ေက်းရြာအုပ္စု",0705248
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေတာက္ဆုံ ေက်းရြာအုပ္စု",0705249
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ႀကံခင္း ေက်းရြာအုပ္စု",0705250
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ပန္းနီလာ ေက်းရြာအုပ္စု",0705251
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဘုရားႀကီး ေက်းရြာအုပ္စု",0705252
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ျခေသၤ့ ေက်းရြာအုပ္စု",0705253
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ျမက္ေသာက္ ေက်းရြာအုပ္စု",0705254
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေအာင္ျဖဴျပင္ ေက်းရြာအုပ္စု",0705255
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ပဲစိနန္း ေက်းရြာအုပ္စု",0705256
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ယိုးငူ ေက်းရြာအုပ္စု",0705257
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေက်ာက္ဆိပ္ ေက်းရြာအုပ္စု",0705258
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","သဲျဖဴေခ်ာင္း ေက်းရြာအုပ္စု",0705259
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","သာစည္ ေက်းရြာအုပ္စု",0705260
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","လက္ဝဲစာတိုက္ ေက်းရြာအုပ္စု",0705261
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","မိုးတိမ္ျပင္ ေက်းရြာအုပ္စု",0705262
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","အမဲခင္ ေက်းရြာအုပ္စု",0705263
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဒီပါ႐ုံ ေက်းရြာအုပ္စု",0705264
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ဝက္ႏွုတ္သီး ေက်းရြာအုပ္စု",0705265
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ယာေခ်ာင္း ေက်းရြာအုပ္စု",0705266
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေရေပါက္ေခ်ာင္း ေက်းရြာအုပ္စု",0705267
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","နတ္ဆိပ္ ေက်းရြာအုပ္စု",0705268
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","တန္းစြယ္ ေက်းရြာအုပ္စု",0705269
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ပိုက္ဆိပ္ (ေက်ာ္ဇံ) ေက်းရြာအုပ္စု",0705270
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","အလယ္ကၽြန္း ေက်းရြာအုပ္စု",0705271
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ပေဒသာ ေက်းရြာအုပ္စု",0705272
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","အထုတ္သည္ ေက်းရြာအုပ္စု",0705273
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","တံဘက္လွမ္း ေက်းရြာအုပ္စု",0705274
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ႀကိန္ကၽြန္း ေက်းရြာအုပ္စု",0705275
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","မက်ည္းေခ်ာင္း ေက်းရြာအုပ္စု",0705276
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","အလယ္ေခ်ာင္း ေက်းရြာအုပ္စု",0705277
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","သင္ပုန္းတန္း ေက်းရြာအုပ္စု",0705278
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကံျပင္ ေက်းရြာအုပ္စု",0705279
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကုလားေခ်ာင္း ေက်းရြာအုပ္စု",0705280
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","မကၠလာက် ေက်းရြာအုပ္စု",0705281
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကုန္တန္းႀကိမ္ေခ်ာင္း ေက်းရြာအုပ္စု",0705282
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကြမ္းေတာင္ ေက်းရြာအုပ္စု",0705283
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","အိုင္ဒင္ရြာသစ္ ေက်းရြာအုပ္စု",0705284
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ငွက္ႀကီးကၽြန္း ေက်းရြာအုပ္စု",0705285
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","တန္းခိုး ေက်းရြာအုပ္စု",0705286
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကၽြဲထိုး ေက်းရြာအုပ္စု",0705287
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ကံေခ်ာင္း ေက်းရြာအုပ္စု",0705288
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","စပါးထား ေက်းရြာအုပ္စု",0705289
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ေအာင္ေဇယ် ေက်းရြာအုပ္စု",0705290
ရခိုင္ျပည္နယ္,"ပုဏၰားကၽြန္း ၿမိဳ႕နယ္","ခေမာင္းေတာ ေက်းရြာအုပ္စု",0705291
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ရွမ္းရြာ ရပ္ကြက္",0706001
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ၿမိဳ႕သစ္ ရပ္ကြက္",0706002
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေက်ာက္ေတာ္ ရပ္ကြက္",0706003
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ျပည္ေတာ္သာ ရပ္ကြက္",0706004
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ပိုက္သည္ ရပ္ကြက္",0706005
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","သလူေခ်ာင္း ေက်းရြာအုပ္စု",0706200
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","စပါးဆိပ္ ေက်းရြာအုပ္စု",0706201
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","သံမၽွာ ေက်းရြာအုပ္စု",0706202
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","မီးဝ ေက်းရြာအုပ္စု",0706203
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","မြန္ေထာင့္ ေက်းရြာအုပ္စု",0706204
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေလာင္းရွည္ ေက်းရြာအုပ္စု",0706205
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","က်င္ႀကီး ေက်းရြာအုပ္စု",0706206
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေတာင္မူဇီ ေက်းရြာအုပ္စု",0706207
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","သေပါကၠံ ေက်းရြာအုပ္စု",0706208
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ဝဲႀကီးေဒါင့္ ေက်းရြာအုပ္စု",0706209
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေအာင္ယ ေက်းရြာအုပ္စု",0706210
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","မတင္မွိုင္းေခ်ာင္း ေက်းရြာအုပ္စု",0706211
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","တင္းမ ေက်းရြာအုပ္စု",0706212
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","မာလာ ေက်းရြာအုပ္စု",0706213
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","မင္းသားေတာင္ ေက်းရြာအုပ္စု",0706214
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","မဲေတာင္သာစည္ ေက်းရြာအုပ္စု",0706215
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေမ်ာက္ေတာင္ ေက်းရြာအုပ္စု",0706216
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေတာင္ေဘြ ေက်းရြာအုပ္စု",0706217
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ရတနာပုံ ေက်းရြာအုပ္စု",0706218
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","နဂရာ ေက်းရြာအုပ္စု",0706219
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","သံေထာင္ ေက်းရြာအုပ္စု",0706220
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ရွင္ၾကမ္း ေက်းရြာအုပ္စု",0706221
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေထာက္ေလမင္တန္ ေက်းရြာအုပ္စု",0706222
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ငါးေဆာင္ဘက္ ေက်းရြာအုပ္စု",0706223
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေတာင္ေထာင္ဟယား ေက်းရြာအုပ္စု",0706224
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ပီထု ေက်းရြာအုပ္စု",0706225
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေတာင္ေထာင္ ေက်းရြာအုပ္စု",0706226
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ဝကင္း ေက်းရြာအုပ္စု",0706227
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","လမ္းမေတာ္ ေက်းရြာအုပ္စု",0706228
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေခါင္းတုတ္ ေက်းရြာအုပ္စု",0706229
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","အလယ္ကၽြန္း ေက်းရြာအုပ္စု",0706230
ရခိုင္ျပည္နယ္,"ေက်ာက္ေတာ္ ၿမိဳ႕နယ္","ေပါက္ေတာ ေက်းရြာအုပ္စု",0706231
