region,town_township,quarter_village_tract,postal_code
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ေဇယ်သိဒၶိ ရပ္ကြက္",1501001
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ပညာသိဒၶိ ရပ္ကြက္",1501002
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","မဂၤလာသိဒၶိ ရပ္ကြက္",1501003
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ေဘာဂသိဒၶိ ရပ္ကြက္",1501004
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","သေျပကုန္း ရပ္ကြက္",1501005
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ဝဏၰသိဒၶိ ရပ္ကြက္",1501006
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","သုခသိဒၶိ ရပ္ကြက္",1501007
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ဉာဏသိဒၶိ ရပ္ကြက္",1501008
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ဗလသိဒၶိ ရပ္ကြက္",1501009
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ဓနသိဒၶိ ရပ္ကြက္",1501010
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ေရႊၾကာပင္ ရပ္ကြက္",1501011
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ေအာင္ဇမၺဴ ရပ္ကြက္",1501012
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","တဲႀကီးကုန္း ေက်းရြာအုပ္စု",1501200
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","အလ်င္လို ေက်းရြာအုပ္စု",1501201
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ဇမၺဴသီရိ ၿမိဳ႕နယ္","ျပန္႔ကေျပး ေက်းရြာအုပ္စု",1501202
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ရြာေကာက္ ရပ္ကြက္",1502001
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ရန္ေအာင္ (၁) ရပ္ကြက္",1502002
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ရန္ေအာင္ (၂) ရပ္ကြက္",1502003
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ေရႊခ်ီ ရပ္ကြက္",1502004
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","မဂၤလာ ရပ္ကြက္",1502005
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ေဘာဂဝတီ ရပ္ကြက္",1502006
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ဥယ်ာဥ္စု ရပ္ကြက္",1502007
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ကင္ပြန္းတန္း ေက်းရြာအုပ္စု",1502200
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ကံဦး ေက်းရြာအုပ္စု",1502201
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ကူးတို႔ဆိပ္ ေက်းရြာအုပ္စု",1502202
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","က်ီးအင္း ေက်းရြာအုပ္စု",1502203
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ငေကာင္းကန္ ေက်းရြာအုပ္စု",1502204
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ကၽြန္းဦး ေက်းရြာအုပ္စု",1502205
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ဆင္ေသ ေက်းရြာအုပ္စု",1502206
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ဇီးျဖဴပင္ ေက်းရြာအုပ္စု",1502207
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ေညာင္ပင္သာ ေက်းရြာအုပ္စု",1502208
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ေတာင္သာ ေက်းရြာအုပ္စု",1502209
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ႏွမ္းေတာ ေက်းရြာအုပ္စု",1502210
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","နတ္သရဲ ေက်းရြာအုပ္စု",1502211
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ျပဴတြင္း ေက်းရြာအုပ္စု",1502212
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ပ်ဥ္းမနားေဟာင္း ေက်းရြာအုပ္စု",1502213
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ေယာက္သြားအင္း ေက်းရြာအုပ္စု",1502214
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ရြာသာ ေက်းရြာအုပ္စု",1502215
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ရြာသစ္ ေက်းရြာအုပ္စု",1502216
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","လဲလူးအိုင္ ေက်းရြာအုပ္စု",1502217
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","သစ္ေလးလုံး ေက်းရြာအုပ္စု",1502218
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","သနပ္ပင္ဆိပ္ ေက်းရြာအုပ္စု",1502219
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","မယ္ဇလီကုန္း ေက်းရြာအုပ္စု",1502220
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ဥယ်ာဥ္စု ေက်းရြာအုပ္စု",1502221
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ကိုးတစ္ ေက်းရြာအုပ္စု",1502222
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ဘန္႔ဘား ေက်းရြာအုပ္စု",1502223
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","သစ္တြန္ ေက်းရြာအုပ္စု",1502224
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ျပည္ေတာင္ကိုး ေက်းရြာအုပ္စု",1502225
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","ဘို႔မ ေက်းရြာအုပ္စု",1502226
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","မဲေပါက္ ေက်းရြာအုပ္စု",1502227
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","အလယ္ေခ်ာင္း ေက်းရြာအုပ္စု",1502228
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","သၾကားစက္ ေက်းရြာအုပ္စု",1502229
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","ပ်ဥ္းမနား ၿမိဳ႕နယ္","သာယာကုန္း ေက်းရြာအုပ္စု",1502230
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ဘုရင့္ေနာင္ ရပ္ကြက္",1503001
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေအာင္ေဇယ် ရပ္ကြက္",1503002
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ျမဝတီ ရပ္ကြက္",1503003
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ဗိုလ္မင္းေရာင္ ရပ္ကြက္",1503004
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ဆရာစံ ရပ္ကြက္",1503005
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","အေနာ္ရထာ ရပ္ကြက္",1503006
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ကင္းသာ ေက်းရြာအုပ္စု",1503200
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ခရမ္းစပ္ကုန္း ေက်းရြာအုပ္စု",1503201
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ထုံးဖို ေက်းရြာအုပ္စု",1503202
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ဗ်ိဳင္းအင္း ေက်းရြာအုပ္စု",1503203
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေရွာက္ကုန္း ေက်းရြာအုပ္စု",1503204
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","က်ားေသအိုင္ ေက်းရြာအုပ္စု",1503205
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ကံႀကီး ေက်းရြာအုပ္စု",1503206
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေက်ာက္စရစ္ကုန္း ေက်းရြာအုပ္စု",1503207
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","တဲျမင့္ ေက်းရြာအုပ္စု",1503208
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေညာင္ကိုင္း ေက်းရြာအုပ္စု",1503209
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","မက်ီးကုန္း ေက်းရြာအုပ္စု",1503210
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေအာင္ေျမရိပ္သာ ေက်းရြာအုပ္စု",1503211
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ၾကက္သြန္ခင္း ေက်းရြာအုပ္စု",1503212
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေညာင္လြန္႔ ေက်းရြာအုပ္စု",1503213
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","သေျပကုန္း ေက်းရြာအုပ္စု",1503214
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","မက်ီးပင္ ေက်းရြာအုပ္စု",1503215
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ဥသၽွစ္ကုန္း ေက်းရြာအုပ္စု",1503216
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေက်းေခ်ာင္း ေက်းရြာအုပ္စု",1503217
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","သစ္ဆိန္ပင္ ေက်းရြာအုပ္စု",1503218
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","အုန္းပင္ ေက်းရြာအုပ္စု",1503219
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ကံလွ ေက်းရြာအုပ္စု",1503220
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေညာင္တုံးအိုင္ ေက်းရြာအုပ္စု",1503221
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေရႊၿမိဳ႕ ေက်းရြာအုပ္စု",1503222
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","သေျပေခ်ာင္း ေက်းရြာအုပ္စု",1503223
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ကင္မြန္းတန္း ေက်းရြာအုပ္စု",1503224
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ဇရပ္ႀကီးကုန္း ေက်းရြာအုပ္စု",1503225
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေရြးစု ေက်းရြာအုပ္စု",1503226
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ထန္းေတာႀကီး ေက်းရြာအုပ္စု",1503227
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ႀကိဳးၾကာအင္း ေက်းရြာအုပ္စု",1503228
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေဂြ႕ႀကီး ေက်းရြာအုပ္စု",1503229
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေရေအး ေက်းရြာအုပ္စု",1503230
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","အလည္ကၽြန္း ေက်းရြာအုပ္စု",1503231
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေျမာက္ၿမိဳက္ ေက်းရြာအုပ္စု",1503232
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","လက္ပံ ေက်းရြာအုပ္စု",1503233
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ရွားေတာ ေက်းရြာအုပ္စု",1503234
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","အင္ပင္ ေက်းရြာအုပ္စု",1503235
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","က်ီးအင္း ေက်းရြာအုပ္စု",1503236
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","သာယာေအး ေက်းရြာအုပ္စု",1503237
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","သံပရာကုန္း ေက်းရြာအုပ္စု",1503238
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","မ်က္ရဲ ေက်းရြာအုပ္စု",1503239
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","လႊပုံ ေက်းရြာအုပ္စု",1503240
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","လယ္ဇပင္ ေက်းရြာအုပ္စု",1503241
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","အိုင့္က်ယ္ ေက်းရြာအုပ္စု",1503242
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","သဖန္းေခ်ာင္း ေက်းရြာအုပ္စု",1503243
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေက်ာင္းကုန္း ေက်းရြာအုပ္စု",1503244
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","လယ္ျပင္မ ေက်းရြာအုပ္စု",1503245
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေအးခ်မ္းသာစံၿပ ေက်းရြာအုပ္စု",1503246
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေရႊေမာင္းဂြတ္ ေက်းရြာအုပ္စု",1503247
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","တပ္ကုန္း ၿမိဳ႕နယ္","ေအာင္သေၿပ ေက်းရြာအုပ္စု",1503248
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","အမွတ္ (၁) ရပ္ကြက္",1504001
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","အမွတ္ (၂) ရပ္ကြက္",1504002
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","အမွတ္ (၃) ရပ္ကြက္",1504003
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","အမွတ္ (၄) ရပ္ကြက္",1504004
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","အမွတ္ (၅) ရပ္ကြက္",1504005
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","အမွတ္ (၆) ရပ္ကြက္",1504006
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","အမွတ္ (၇) ရပ္ကြက္",1504007
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ႀကိဳ႕ပင္ ေက်းရြာအုပ္စု",1504200
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ကူသပိတ္ ေက်းရြာအုပ္စု",1504201
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ကန္သာ ေက်းရြာအုပ္စု",1504202
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","က်ေသာင္းေတာင္ ေက်းရြာအုပ္စု",1504203
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ေၾကာင္ေရ ေက်းရြာအုပ္စု",1504204
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ႀကိဳ႕ကုန္း ေက်းရြာအုပ္စု",1504205
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ေက်ာက္တလုံးေက်ာင္းစု ေက်းရြာအုပ္စု",1504206
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ကုန္းသာ ေက်းရြာအုပ္စု",1504207
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ပ်ံခ်ီ ေက်းရြာအုပ္စု",1504208
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ေရကာ ေက်းရြာအုပ္စု",1504209
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ေခ်ာင္းႀကိဳး ေက်းရြာအုပ္စု",1504210
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ေခ်ာင္းခြ ေက်းရြာအုပ္စု",1504211
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ခရမ္းကိုင္း ေက်းရြာအုပ္စု",1504212
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","စိုင္ေခါင္းရိုး ေက်းရြာအုပ္စု",1504213
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","စီပိုင္း ေက်းရြာအုပ္စု",1504214
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","စြယ္ေတာ္ေမၽွာင္ ေက်းရြာအုပ္စု",1504215
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ညိဳပင္ ေက်းရြာအုပ္စု",1504216
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","တည္ေတာင္ (တယ္ေတာင္) ေက်းရြာအုပ္စု",1504217
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","တလုပ္ပင္ ေက်းရြာအုပ္စု",1504218
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ဒလန္႔ခၽြန္ ေက်းရြာအုပ္စု",1504219
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ေနာင္ဘို ေက်းရြာအုပ္စု",1504220
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ျပည္ဝင္ ေက်းရြာအုပ္စု",1504221
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ပိေတာက္ေခ်ာင္ ေက်းရြာအုပ္စု",1504222
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ေျပာင္ေခါင္းႀကီး ေက်းရြာအုပ္စု",1504223
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ပင္ေသာင္ ေက်းရြာအုပ္စု",1504224
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ေႁမြရိုးေက်ာင္းစု ေက်းရြာအုပ္စု",1504225
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ဥယ်ာဥ္စု ေက်းရြာအုပ္စု",1504226
"ေနျပည္ေတာ္ (ျပည္ေထာင္စုနယ္ေျမ)","လယ္ေဝး ၿမိဳ႕နယ္","ေရႊျပည္ေအး ေက်းရြာအုပ္စု",1504227
